Experiment name:,1st experiment
Duration:, 5 0
Rate:, 50 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, Arb
Units:, Arb
Time
'0:1:9.34,26568
'0:1:9.36,26568
'0:1:9.38,26568
'0:1:9.4,26568
'0:1:9.42,26568
'0:1:9.44,26582
'0:1:9.46,26582
'0:1:9.48,26582
'0:1:9.5,26582
'0:1:9.52,26582
'0:1:9.54,26582
'0:1:9.56,26582
'0:1:9.58,26582
'0:1:9.6,26582
'0:1:9.62,26582
'0:1:9.64,26582
'0:1:9.66,26582
'0:1:9.68,26582
'0:1:9.7,26600
'0:1:9.72,26600
'0:1:9.74,26600
'0:1:9.76,26600
'0:1:9.78,26600
'0:1:9.8,26600
'0:1:9.82,26600
'0:1:9.84,26600
'0:1:9.86,26600
'0:1:9.88,26600
'0:1:9.9,26600
'0:1:9.92,26600
'0:1:9.94,26621
'0:1:9.96,26621
'0:1:9.98,26621
'0:1:10.0,26621
'0:1:10.02,26621
'0:1:10.04,26621
'0:1:10.06,26621
'0:1:10.08,26621
'0:1:10.1,26621
'0:1:10.12,26621
'0:1:10.14,26621
'0:1:10.16,26621
'0:1:10.18,26642
'0:1:10.2,26642
'0:1:10.22,26642
'0:1:10.24,26642
'0:1:10.26,26642
'0:1:10.28,26642
'0:1:10.3,26642
'0:1:10.32,26642
'0:1:10.34,26642
'0:1:10.36,26642
'0:1:10.38,26642
'0:1:10.4,26642
'0:1:10.42,26642
'0:1:10.44,26665
'0:1:10.46,26665
'0:1:10.48,26665
'0:1:10.5,26665
'0:1:10.52,26665
'0:1:10.54,26665
'0:1:10.56,26665
'0:1:10.58,26665
'0:1:10.6,26665
'0:1:10.62,26665
'0:1:10.64,26665
'0:1:10.66,26665
'0:1:10.68,26687
'0:1:10.7,26687
'0:1:10.72,26687
'0:1:10.74,26687
'0:1:10.76,26687
'0:1:10.78,26687
'0:1:10.8,26687
'0:1:10.82,26687
'0:1:10.84,26687
'0:1:10.86,26687
'0:1:10.88,26687
'0:1:10.9,26687
'0:1:10.92,26687
'0:1:10.94,26709
'0:1:10.96,26709
'0:1:10.98,26709
'0:1:11.0,26709
'0:1:11.02,26709
'0:1:11.04,26709
'0:1:11.06,26709
'0:1:11.08,26709
'0:1:11.1,26709
'0:1:11.12,26709
'0:1:11.14,26709
'0:1:11.16,26709
'0:1:11.18,26727
'0:1:11.2,26727
'0:1:11.22,26727
'0:1:11.24,26727
'0:1:11.26,26727
'0:1:11.28,26727
'0:1:11.3,26727
'0:1:11.32,26727
'0:1:11.34,26727
'0:1:11.36,26727
'0:1:11.38,26727
'0:1:11.4,26727
'0:1:11.42,26744
'0:1:11.44,26744
'0:1:11.46,26744
'0:1:11.48,26744
'0:1:11.5,26744
'0:1:11.52,26744
'0:1:11.54,26744
'0:1:11.56,26744
'0:1:11.58,26744
'0:1:11.6,26744
'0:1:11.62,26744
'0:1:11.64,26744
'0:1:11.66,26744
'0:1:11.68,26757
'0:1:11.7,26757
'0:1:11.72,26757
'0:1:11.74,26757
'0:1:11.76,26757
'0:1:11.78,26757
'0:1:11.8,26757
'0:1:11.82,26757
'0:1:11.84,26757
'0:1:11.86,26757
'0:1:11.88,26757
'0:1:11.9,26757
'0:1:11.92,26768
'0:1:11.94,26768
'0:1:11.96,26768
'0:1:11.98,26768
'0:1:12.0,26768
'0:1:12.02,26768
'0:1:12.04,26768
'0:1:12.06,26768
'0:1:12.08,26768
'0:1:12.1,26768
'0:1:12.12,26768
'0:1:12.14,26768
'0:1:12.16,26779
'0:1:12.18,26779
'0:1:12.2,26779
'0:1:12.22,26779
'0:1:12.24,26779
'0:1:12.26,26779
'0:1:12.28,26779
'0:1:12.3,26779
'0:1:12.32,26779
'0:1:12.34,26779
'0:1:12.36,26779
'0:1:12.38,26779
'0:1:12.4,26779
'0:1:12.42,26786
'0:1:12.44,26786
'0:1:12.46,26786
'0:1:12.48,26786
'0:1:12.5,26786
'0:1:12.52,26786
'0:1:12.54,26786
'0:1:12.56,26786
'0:1:12.58,26786
'0:1:12.6,26786
'0:1:12.62,26786
'0:1:12.64,26786
'0:1:12.66,26791
'0:1:12.68,26791
'0:1:12.7,26791
'0:1:12.72,26791
'0:1:12.74,26791
'0:1:12.76,26791
'0:1:12.78,26791
'0:1:12.8,26791
'0:1:12.82,26791
'0:1:12.84,26791
'0:1:12.86,26791
'0:1:12.88,26791
'0:1:12.9,26791
'0:1:12.92,26792
'0:1:12.94,26792
'0:1:12.96,26792
'0:1:12.98,26792
'0:1:13.0,26792
'0:1:13.02,26792
'0:1:13.04,26792
'0:1:13.06,26792
'0:1:13.08,26792
'0:1:13.1,26792
'0:1:13.12,26792
'0:1:13.14,26792
'0:1:13.16,26790
'0:1:13.18,26790
'0:1:13.2,26790
'0:1:13.22,26790
'0:1:13.24,26790
'0:1:13.26,26790
'0:1:13.28,26790
'0:1:13.3,26790
'0:1:13.32,26790
'0:1:13.34,26790
'0:1:13.36,26790
'0:1:13.38,26790
'0:1:13.4,26787
'0:1:13.42,26787
'0:1:13.44,26787
'0:1:13.46,26787
'0:1:13.48,26787
'0:1:13.5,26787
'0:1:13.52,26787
'0:1:13.54,26787
'0:1:13.56,26787
'0:1:13.58,26787
'0:1:13.6,26787
'0:1:13.62,26787
'0:1:13.64,26787
'0:1:13.66,26783
'0:1:13.68,26783
'0:1:13.7,26783
'0:1:13.72,26783
'0:1:13.74,26783
'0:1:13.76,26783
'0:1:13.78,26783
'0:1:13.8,26783
'0:1:13.82,26783
'0:1:13.84,26783
'0:1:13.86,26783
'0:1:13.88,26783
'0:1:13.9,26783
'0:1:13.92,26780
'0:1:13.94,26780
'0:1:13.96,26780
'0:1:13.98,26780
'0:1:14.0,26780
'0:1:14.02,26780
'0:1:14.04,26780
'0:1:14.06,26780
'0:1:14.08,26780
'0:1:14.1,26780
'0:1:14.12,26780
'0:1:14.14,26780
'0:1:14.16,26775
'0:1:14.18,26775
'0:1:14.2,26775
'0:1:14.22,26775
'0:1:14.24,26775
'0:1:14.26,26775
'0:1:14.28,26775
'0:1:14.3,26775
'0:1:14.32,26775
'0:1:14.34,26775
'0:1:14.36,26775
'0:1:14.38,26775
'0:1:14.4,26768
'0:1:14.42,26768
'0:1:14.44,26768
'0:1:14.46,26768
'0:1:14.48,26768
'0:1:14.5,26768
'0:1:14.52,26768
'0:1:14.54,26768
'0:1:14.56,26768
'0:1:14.58,26768
'0:1:14.6,26768
'0:1:14.62,26768
'0:1:14.64,26768
'0:1:14.66,26761
'0:1:14.68,26761
'0:1:14.7,26761
'0:1:14.72,26761
'0:1:14.74,26761
'0:1:14.76,26761
'0:1:14.78,26761
'0:1:14.8,26761
'0:1:14.82,26761
'0:1:14.84,26761
'0:1:14.86,26761
'0:1:14.88,26761
'0:1:14.9,26755
'0:1:14.92,26755
'0:1:14.94,26755
'0:1:14.96,26755
'0:1:14.98,26755
'0:1:15.0,26755
'0:1:15.02,26755
'0:1:15.04,26755
'0:1:15.06,26755
'0:1:15.08,26755
'0:1:15.1,26755
'0:1:15.12,26755
'0:1:15.14,26749
'0:1:15.16,26749
'0:1:15.18,26749
'0:1:15.2,26749
'0:1:15.22,26749
'0:1:15.24,26749
'0:1:15.26,26749
'0:1:15.28,26749
'0:1:15.3,26749
'0:1:15.32,26749
'0:1:15.34,26749
'0:1:15.36,26749
'0:1:15.38,26749
'0:1:15.4,26744
'0:1:15.42,26744
'0:1:15.44,26744
'0:1:15.46,26744
'0:1:15.48,26744
'0:1:15.5,26744
'0:1:15.52,26744
'0:1:15.54,26744
'0:1:15.56,26744
'0:1:15.58,26744
'0:1:15.6,26744
'0:1:15.62,26744
'0:1:15.64,26737
'0:1:15.66,26737
'0:1:15.68,26737
'0:1:15.7,26737
'0:1:15.72,26737
'0:1:15.74,26737
'0:1:15.76,26737
'0:1:15.78,26737
'0:1:15.8,26737
'0:1:15.82,26737
'0:1:15.84,26737
'0:1:15.86,26737
'0:1:15.88,26737
'0:1:15.9,26729
'0:1:15.92,26729
'0:1:15.94,26729
'0:1:15.96,26729
'0:1:15.98,26729
'0:1:16.0,26729
'0:1:16.02,26729
'0:1:16.04,26729
'0:1:16.06,26729
'0:1:16.08,26729
'0:1:16.1,26729
'0:1:16.12,26729
'0:1:16.14,26720
'0:1:16.16,26720
'0:1:16.18,26720
'0:1:16.2,26720
'0:1:16.22,26720
'0:1:16.24,26720
'0:1:16.26,26720
'0:1:16.28,26720
'0:1:16.3,26720
'0:1:16.32,26720
'0:1:16.34,26720
'0:1:16.36,26720
'0:1:16.38,26710
'0:1:16.4,26710
'0:1:16.42,26710
'0:1:16.44,26710
'0:1:16.46,26710
'0:1:16.48,26710
'0:1:16.5,26710
'0:1:16.52,26710
'0:1:16.54,26710
'0:1:16.56,26710
'0:1:16.58,26710
'0:1:16.6,26710
'0:1:16.62,26710
'0:1:16.64,26701
'0:1:16.66,26701
'0:1:16.68,26701
'0:1:16.7,26701
'0:1:16.72,26701
'0:1:16.74,26701
'0:1:16.76,26701
'0:1:16.78,26701
'0:1:16.8,26701
'0:1:16.82,26701
'0:1:16.84,26701
'0:1:16.86,26701
'0:1:16.88,26690
'0:1:16.9,26690
'0:1:16.92,26690
'0:1:16.94,26690
'0:1:16.96,26690
'0:1:16.98,26690
'0:1:17.0,26690
'0:1:17.02,26690
'0:1:17.04,26690
'0:1:17.06,26690
'0:1:17.08,26690
'0:1:17.1,26690
'0:1:17.12,26690
'0:1:17.14,26678
'0:1:17.16,26678
'0:1:17.18,26678
'0:1:17.2,26678
'0:1:17.22,26678
'0:1:17.24,26678
'0:1:17.26,26678
'0:1:17.28,26678
'0:1:17.3,26678
'0:1:17.32,26678
'0:1:17.34,26678
'0:1:17.36,26678
'0:1:17.38,26666
'0:1:17.4,26666
'0:1:17.42,26666
'0:1:17.44,26666
'0:1:17.46,26666
'0:1:17.48,26666
'0:1:17.5,26666
'0:1:17.52,26666
'0:1:17.54,26666
'0:1:17.56,26666
'0:1:17.58,26666
'0:1:17.6,26666
'0:1:17.62,26651
'0:1:17.64,26651
'0:1:17.66,26651
'0:1:17.68,26651
'0:1:17.7,26651
'0:1:17.72,26651
'0:1:17.74,26651
'0:1:17.76,26651
'0:1:17.78,26651
'0:1:17.8,26651
'0:1:17.82,26651
'0:1:17.84,26651
'0:1:17.86,26651
'0:1:17.88,26637
'0:1:17.9,26637
'0:1:17.92,26637
'0:1:17.94,26637
'0:1:17.96,26637
'0:1:17.98,26637
'0:1:18.0,26637
'0:1:18.02,26637
'0:1:18.04,26637
'0:1:18.06,26637
'0:1:18.08,26637
'0:1:18.1,26637
'0:1:18.12,26622
'0:1:18.14,26622
'0:1:18.16,26622
'0:1:18.18,26622
'0:1:18.2,26622
'0:1:18.22,26622
'0:1:18.24,26622
'0:1:18.26,26622
'0:1:18.28,26622
'0:1:18.3,26622
'0:1:18.32,26622
'0:1:18.34,26622
'0:1:18.36,26622
'0:1:18.38,26608
'0:1:18.4,26608
'0:1:18.42,26608
'0:1:18.44,26608
'0:1:18.46,26608
'0:1:18.48,26608
'0:1:18.5,26608
'0:1:18.52,26608
'0:1:18.54,26608
'0:1:18.56,26608
'0:1:18.58,26608
'0:1:18.6,26608
'0:1:18.62,26597
'0:1:18.64,26597
'0:1:18.66,26597
'0:1:18.68,26597
'0:1:18.7,26597
'0:1:18.72,26597
'0:1:18.74,26597
'0:1:18.76,26597
'0:1:18.78,26597
'0:1:18.8,26597
'0:1:18.82,26597
'0:1:18.84,26597
'0:1:18.86,26597
'0:1:18.88,26584
'0:1:18.9,26584
'0:1:18.92,26584
'0:1:18.94,26584
'0:1:18.96,26584
'0:1:18.98,26584
'0:1:19.0,26584
'0:1:19.02,26584
'0:1:19.04,26584
'0:1:19.06,26584
'0:1:19.08,26584
'0:1:19.1,26584
'0:1:19.12,26570
'0:1:19.14,26570
'0:1:19.16,26570
'0:1:19.18,26570
'0:1:19.2,26570
'0:1:19.22,26570
'0:1:19.24,26570
'0:1:19.26,26570
'0:1:19.28,26570
'0:1:19.3,26570
'0:1:19.32,26570
'0:1:19.34,26570
'0:1:19.36,26549
'0:1:19.38,26549
'0:1:19.4,26549
'0:1:19.42,26549
'0:1:19.44,26549
'0:1:19.46,26549
'0:1:19.48,26549
'0:1:19.5,26549
'0:1:19.52,26549
'0:1:19.54,26549
'0:1:19.56,26549
'0:1:19.58,26549
'0:1:19.6,26549
'0:1:19.62,26524
'0:1:19.64,26524
'0:1:19.66,26524
'0:1:19.68,26524
'0:1:19.7,26524
'0:1:19.72,26524
'0:1:19.74,26524
'0:1:19.76,26524
'0:1:19.78,26524
'0:1:19.8,26524
'0:1:19.82,26524
'0:1:19.84,26524
'0:1:19.86,26494
'0:1:19.88,26494
'0:1:19.9,26494
'0:1:19.92,26494
'0:1:19.94,26494
'0:1:19.96,26494
'0:1:19.98,26494
'0:1:20.0,26494
'0:1:20.02,26494
'0:1:20.04,26494
'0:1:20.06,26494
'0:1:20.08,26494
'0:1:20.1,26494
'0:1:20.12,26457
'0:1:20.14,26457
'0:1:20.16,26457
'0:1:20.18,26457
'0:1:20.2,26457
'0:1:20.22,26457
'0:1:20.24,26457
'0:1:20.26,26457
'0:1:20.28,26457
'0:1:20.3,26457
'0:1:20.32,26457
'0:1:20.34,26457
'0:1:20.36,26415
'0:1:20.38,26415
'0:1:20.4,26415
'0:1:20.42,26415
'0:1:20.44,26415
'0:1:20.46,26415
'0:1:20.48,26415
'0:1:20.5,26415
'0:1:20.52,26415
'0:1:20.54,26415
'0:1:20.56,26415
'0:1:20.58,26415
'0:1:20.6,26374
'0:1:20.62,26374
'0:1:20.64,26374
'0:1:20.66,26374
'0:1:20.68,26374
'0:1:20.7,26374
'0:1:20.72,26374
'0:1:20.74,26374
'0:1:20.76,26374
'0:1:20.78,26374
'0:1:20.8,26374
'0:1:20.82,26374
'0:1:20.84,26374
'0:1:20.86,26341
'0:1:20.88,26341
'0:1:20.9,26341
'0:1:20.92,26341
'0:1:20.94,26341
'0:1:20.96,26341
'0:1:20.98,26341
'0:1:21.0,26341
'0:1:21.02,26341
'0:1:21.04,26341
'0:1:21.06,26341
'0:1:21.08,26341
'0:1:21.1,26324
'0:1:21.12,26324
'0:1:21.14,26324
'0:1:21.16,26324
'0:1:21.18,26324
'0:1:21.2,26324
'0:1:21.22,26324
'0:1:21.24,26324
'0:1:21.26,26324
'0:1:21.28,26324
'0:1:21.3,26324
'0:1:21.32,26324
'0:1:21.34,26322
'0:1:21.36,26322
'0:1:21.38,26322
'0:1:21.4,26322
'0:1:21.42,26322
'0:1:21.44,26322
'0:1:21.46,26322
'0:1:21.48,26322
'0:1:21.5,26322
'0:1:21.52,26322
'0:1:21.54,26322
'0:1:21.56,26322
'0:1:21.58,26322
'0:1:21.6,26326
'0:1:21.62,26326
'0:1:21.64,26326
'0:1:21.66,26326
'0:1:21.68,26326
'0:1:21.7,26326
'0:1:21.72,26326
'0:1:21.74,26326
'0:1:21.76,26326
'0:1:21.78,26326
'0:1:21.8,26326
'0:1:21.82,26326
'0:1:21.84,26331
'0:1:21.86,26331
'0:1:21.88,26331
'0:1:21.9,26331
'0:1:21.92,26331
'0:1:21.94,26331
'0:1:21.96,26331
'0:1:21.98,26331
'0:1:22.0,26331
'0:1:22.02,26331
'0:1:22.04,26331
'0:1:22.06,26331
'0:1:22.08,26331
'0:1:22.1,26331
'0:1:22.12,26331
'0:1:22.14,26331
'0:1:22.16,26331
'0:1:22.18,26331
'0:1:22.2,26331
'0:1:22.22,26331
'0:1:22.24,26331
'0:1:22.26,26331
'0:1:22.28,26331
'0:1:22.3,26331
'0:1:22.32,26331
'0:1:22.34,26326
'0:1:22.36,26326
'0:1:22.38,26326
'0:1:22.4,26326
'0:1:22.42,26326
'0:1:22.44,26326
'0:1:22.46,26326
'0:1:22.48,26326
'0:1:22.5,26326
'0:1:22.52,26326
'0:1:22.54,26326
'0:1:22.56,26326
'0:1:22.58,26326
'0:1:22.6,26320
'0:1:22.62,26320
'0:1:22.64,26320
'0:1:22.66,26320
'0:1:22.68,26320
'0:1:22.7,26320
'0:1:22.72,26320
'0:1:22.74,26320
'0:1:22.76,26320
'0:1:22.78,26320
'0:1:22.8,26320
'0:1:22.82,26320
'0:1:22.84,26315
'0:1:22.86,26315
'0:1:22.88,26315
'0:1:22.9,26315
'0:1:22.92,26315
'0:1:22.94,26315
'0:1:22.96,26315
'0:1:22.98,26315
'0:1:23.0,26315
'0:1:23.02,26315
'0:1:23.04,26315
'0:1:23.06,26315
'0:1:23.08,26315
'0:1:23.1,26314
'0:1:23.12,26314
'0:1:23.14,26314
'0:1:23.16,26314
'0:1:23.18,26314
'0:1:23.2,26314
'0:1:23.22,26314
'0:1:23.24,26314
'0:1:23.26,26314
'0:1:23.28,26314
'0:1:23.3,26314
'0:1:23.32,26314
'0:1:23.34,26318
'0:1:23.36,26318
'0:1:23.38,26318
'0:1:23.4,26318
'0:1:23.42,26318
'0:1:23.44,26318
'0:1:23.46,26318
'0:1:23.48,26318
'0:1:23.5,26318
'0:1:23.52,26318
'0:1:23.54,26318
'0:1:23.56,26318
'0:1:23.58,26327
'0:1:23.6,26327
'0:1:23.62,26327
'0:1:23.64,26327
'0:1:23.66,26327
'0:1:23.68,26327
'0:1:23.7,26327
'0:1:23.72,26327
'0:1:23.74,26327
'0:1:23.76,26327
'0:1:23.78,26327
'0:1:23.8,26327
'0:1:23.82,26327
'0:1:23.84,26341
'0:1:23.86,26341
'0:1:23.88,26341
'0:1:23.9,26341
'0:1:23.92,26341
'0:1:23.94,26341
'0:1:23.96,26341
'0:1:23.98,26341
'0:1:24.0,26341
'0:1:24.02,26341
'0:1:24.04,26341
'0:1:24.06,26341
'0:1:24.08,26360
'0:1:24.1,26360
'0:1:24.12,26360
'0:1:24.14,26360
'0:1:24.16,26360
'0:1:24.18,26360
'0:1:24.2,26360
'0:1:24.22,26360
'0:1:24.24,26360
'0:1:24.26,26360
'0:1:24.28,26360
'0:1:24.3,26360
'0:1:24.32,26384
'0:1:24.34,26384
'0:1:24.36,26384
'0:1:24.38,26384
'0:1:24.4,26384
'0:1:24.42,26384
'0:1:24.44,26384
'0:1:24.46,26384
'0:1:24.48,26384
'0:1:24.5,26384
'0:1:24.52,26384
'0:1:24.54,26384
'0:1:24.56,26384
'0:1:24.58,26412
'0:1:24.6,26412
'0:1:24.62,26412
'0:1:24.64,26412
'0:1:24.66,26412
'0:1:24.68,26412
'0:1:24.7,26412
'0:1:24.72,26412
'0:1:24.74,26412
'0:1:24.76,26412
'0:1:24.78,26412
'0:1:24.8,26412
'0:1:24.82,26441
'0:1:24.84,26441
'0:1:24.86,26441
'0:1:24.88,26441
'0:1:24.9,26441
'0:1:24.92,26441
'0:1:24.94,26441
'0:1:24.96,26441
'0:1:24.98,26441
'0:1:25.0,26441
'0:1:25.02,26441
'0:1:25.04,26441
'0:1:25.06,26441
'0:1:25.08,26466
'0:1:25.1,26466
'0:1:25.12,26466
'0:1:25.14,26466
'0:1:25.16,26466
'0:1:25.18,26466
'0:1:25.2,26466
'0:1:25.22,26466
'0:1:25.24,26466
'0:1:25.26,26466
'0:1:25.28,26466
'0:1:25.3,26466
'0:1:25.32,26488
'0:1:25.34,26488
'0:1:25.36,26488
'0:1:25.38,26488
'0:1:25.4,26488
'0:1:25.42,26488
'0:1:25.44,26488
'0:1:25.46,26488
'0:1:25.48,26488
'0:1:25.5,26488
'0:1:25.52,26488
'0:1:25.54,26488
'0:1:25.56,26513
'0:1:25.58,26513
'0:1:25.6,26513
'0:1:25.62,26513
'0:1:25.64,26513
'0:1:25.66,26513
'0:1:25.68,26513
'0:1:25.7,26513
'0:1:25.72,26513
'0:1:25.74,26513
'0:1:25.76,26513
'0:1:25.78,26513
'0:1:25.8,26513
'0:1:25.82,26546
'0:1:25.84,26546
'0:1:25.86,26546
'0:1:25.88,26546
'0:1:25.9,26546
'0:1:25.92,26546
'0:1:25.94,26546
'0:1:25.96,26546
'0:1:25.98,26546
'0:1:26.0,26546
'0:1:26.02,26546
'0:1:26.04,26546
'0:1:26.06,26587
'0:1:26.08,26587
'0:1:26.1,26587
'0:1:26.12,26587
'0:1:26.14,26587
'0:1:26.16,26587
'0:1:26.18,26587
'0:1:26.2,26587
'0:1:26.22,26587
'0:1:26.24,26587
'0:1:26.26,26587
'0:1:26.28,26587
'0:1:26.3,26587
'0:1:26.32,26632
'0:1:26.34,26632
'0:1:26.36,26632
'0:1:26.38,26632
'0:1:26.4,26632
'0:1:26.42,26632
'0:1:26.44,26632
'0:1:26.46,26632
'0:1:26.48,26632
'0:1:26.5,26632
'0:1:26.52,26632
'0:1:26.54,26632
'0:1:26.56,26677
'0:1:26.58,26677
'0:1:26.6,26677
'0:1:26.62,26677
'0:1:26.64,26677
'0:1:26.66,26677
'0:1:26.68,26677
'0:1:26.7,26677
'0:1:26.72,26677
'0:1:26.74,26677
'0:1:26.76,26677
'0:1:26.78,26677
'0:1:26.8,26677
'0:1:26.82,26715
'0:1:26.84,26715
'0:1:26.86,26715
'0:1:26.88,26715
'0:1:26.9,26715
'0:1:26.92,26715
'0:1:26.94,26715
'0:1:26.96,26715
'0:1:26.98,26715
'0:1:27.0,26715
'0:1:27.02,26715
'0:1:27.04,26715
'0:1:27.06,26742
'0:1:27.08,26742
'0:1:27.1,26742
'0:1:27.12,26742
'0:1:27.14,26742
'0:1:27.16,26742
'0:1:27.18,26742
'0:1:27.2,26742
'0:1:27.22,26742
'0:1:27.24,26742
'0:1:27.26,26742
'0:1:27.28,26742
'0:1:27.3,26764
'0:1:27.32,26764
'0:1:27.34,26764
'0:1:27.36,26764
'0:1:27.38,26764
'0:1:27.4,26764
'0:1:27.42,26764
'0:1:27.44,26764
'0:1:27.46,26764
'0:1:27.48,26764
'0:1:27.5,26764
'0:1:27.52,26764
'0:1:27.54,26764
'0:1:27.56,26787
'0:1:27.58,26787
'0:1:27.6,26787
'0:1:27.62,26787
'0:1:27.64,26787
'0:1:27.66,26787
'0:1:27.68,26787
'0:1:27.7,26787
'0:1:27.72,26787
'0:1:27.74,26787
'0:1:27.76,26787
'0:1:27.78,26787
'0:1:27.8,26811
'0:1:27.82,26811
'0:1:27.84,26811
'0:1:27.86,26811
'0:1:27.88,26811
'0:1:27.9,26811
'0:1:27.92,26811
'0:1:27.94,26811
'0:1:27.96,26811
'0:1:27.98,26811
'0:1:28.0,26811
'0:1:28.02,26811
'0:1:28.04,26811
'0:1:28.06,26839
'0:1:28.08,26839
'0:1:28.1,26839
'0:1:28.12,26839
'0:1:28.14,26839
'0:1:28.16,26839
'0:1:28.18,26839
'0:1:28.2,26839
'0:1:28.22,26839
'0:1:28.24,26839
'0:1:28.26,26839
'0:1:28.28,26839
'0:1:28.3,26864
'0:1:28.32,26864
'0:1:28.34,26864
'0:1:28.36,26864
'0:1:28.38,26864
'0:1:28.4,26864
'0:1:28.42,26864
'0:1:28.44,26864
'0:1:28.46,26864
'0:1:28.48,26864
'0:1:28.5,26864
'0:1:28.52,26864
'0:1:28.54,26881
'0:1:28.56,26881
'0:1:28.58,26881
'0:1:28.6,26881
'0:1:28.62,26881
'0:1:28.64,26881
'0:1:28.66,26881
'0:1:28.68,26881
'0:1:28.7,26881
'0:1:28.72,26881
'0:1:28.74,26881
'0:1:28.76,26881
'0:1:28.78,26881
'0:1:28.8,26895
'0:1:28.82,26895
'0:1:28.84,26895
'0:1:28.86,26895
'0:1:28.88,26895
'0:1:28.9,26895
'0:1:28.92,26895
'0:1:28.94,26895
'0:1:28.96,26895
'0:1:28.98,26895
'0:1:29.0,26895
'0:1:29.02,26895
'0:1:29.04,26909
'0:1:29.06,26909
'0:1:29.08,26909
'0:1:29.1,26909
'0:1:29.12,26909
'0:1:29.14,26909
'0:1:29.16,26909
'0:1:29.18,26909
'0:1:29.2,26909
'0:1:29.22,26909
'0:1:29.24,26909
'0:1:29.26,26909
'0:1:29.28,26909
'0:1:29.3,26921
'0:1:29.32,26921
'0:1:29.34,26921
'0:1:29.36,26921
'0:1:29.38,26921
'0:1:29.4,26921
'0:1:29.42,26921
'0:1:29.44,26921
'0:1:29.46,26921
'0:1:29.48,26921
'0:1:29.5,26921
'0:1:29.52,26921
'0:1:29.54,26934
'0:1:29.56,26934
'0:1:29.58,26934
'0:1:29.6,26934
'0:1:29.62,26934
'0:1:29.64,26934
'0:1:29.66,26934
'0:1:29.68,26934
'0:1:29.7,26934
'0:1:29.72,26934
'0:1:29.74,26934
'0:1:29.76,26934
'0:1:29.78,26948
'0:1:29.8,26948
'0:1:29.82,26948
'0:1:29.84,26948
'0:1:29.86,26948
'0:1:29.88,26948
'0:1:29.9,26948
'0:1:29.92,26948
'0:1:29.94,26948
'0:1:29.96,26948
'0:1:29.98,26948
'0:1:30.0,26948
'0:1:30.02,26948
'0:1:30.04,26958
'0:1:30.06,26958
'0:1:30.08,26958
'0:1:30.1,26958
'0:1:30.12,26958
'0:1:30.14,26958
'0:1:30.16,26958
'0:1:30.18,26958
'0:1:30.2,26958
'0:1:30.22,26958
'0:1:30.24,26958
'0:1:30.26,26958
'0:1:30.28,26967
'0:1:30.3,26967
'0:1:30.32,26967
'0:1:30.34,26967
'0:1:30.36,26967
'0:1:30.38,26967
'0:1:30.4,26967
'0:1:30.42,26967
'0:1:30.44,26967
'0:1:30.46,26967
'0:1:30.48,26967
'0:1:30.5,26967
'0:1:30.52,26967
'0:1:30.54,26973
'0:1:30.56,26973
'0:1:30.58,26973
'0:1:30.6,26973
'0:1:30.62,26973
'0:1:30.64,26973
'0:1:30.66,26973
'0:1:30.68,26973
'0:1:30.7,26973
'0:1:30.72,26973
'0:1:30.74,26973
'0:1:30.76,26973
'0:1:30.78,26976
'0:1:30.8,26976
'0:1:30.82,26976
'0:1:30.84,26976
'0:1:30.86,26976
'0:1:30.88,26976
'0:1:30.9,26976
'0:1:30.92,26976
'0:1:30.94,26976
'0:1:30.96,26976
'0:1:30.98,26976
'0:1:31.0,26976
'0:1:31.02,26976
'0:1:31.04,26979
'0:1:31.06,26979
'0:1:31.08,26979
'0:1:31.1,26979
'0:1:31.12,26979
'0:1:31.14,26979
'0:1:31.16,26979
'0:1:31.18,26979
'0:1:31.2,26979
'0:1:31.22,26979
'0:1:31.24,26979
'0:1:31.26,26979
'0:1:31.28,26976
'0:1:31.3,26976
'0:1:31.32,26976
'0:1:31.34,26976
'0:1:31.36,26976
'0:1:31.38,26976
'0:1:31.4,26976
'0:1:31.42,26976
'0:1:31.44,26976
'0:1:31.46,26976
'0:1:31.48,26976
'0:1:31.5,26976
'0:1:31.52,26970
'0:1:31.54,26970
'0:1:31.56,26970
'0:1:31.58,26970
'0:1:31.6,26970
'0:1:31.62,26970
'0:1:31.64,26970
'0:1:31.66,26970
'0:1:31.68,26970
'0:1:31.7,26970
'0:1:31.72,26970
'0:1:31.74,26970
'0:1:31.76,26970
'0:1:31.78,26956
'0:1:31.8,26956
'0:1:31.82,26956
'0:1:31.84,26956
'0:1:31.86,26956
'0:1:31.88,26956
'0:1:31.9,26956
'0:1:31.92,26956
'0:1:31.94,26956
'0:1:31.96,26956
'0:1:31.98,26956
'0:1:32.0,26956
'0:1:32.02,26935
'0:1:32.04,26935
'0:1:32.06,26935
'0:1:32.08,26935
'0:1:32.1,26935
'0:1:32.12,26935
'0:1:32.14,26935
'0:1:32.16,26935
'0:1:32.18,26935
'0:1:32.2,26935
'0:1:32.22,26935
'0:1:32.24,26935
'0:1:32.26,26935
'0:1:32.28,26919
'0:1:32.3,26919
'0:1:32.32,26919
'0:1:32.34,26919
'0:1:32.36,26919
'0:1:32.38,26919
'0:1:32.4,26919
'0:1:32.42,26919
'0:1:32.44,26919
'0:1:32.46,26919
'0:1:32.48,26919
'0:1:32.5,26919
'0:1:32.52,26905
